FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String)
Ruiz,Shnaider,F,623,4032146,PHOENIX,AZ,85096,S,Y
Bernard,Paleologo,F,808,3162406,EWA BEACH,HI,96706,S,N
Rieko,Zockler,M,603,3944162,RYE,NH,3870,M,Y
Baiju,Rubsam,F,319,7841400,UNION,IA,50258,S,N
Kewal,Carchiolo,M,804,5772785,ROANOKE,VA,24027,S,N
ChengFu,Clares,M,702,7471519,NORTH LAS VEGAS,NV,89033,S,Y
Ian,Piramuthu,F,901,6425045,NASHVILLE,TN,37204,S,N
Qui,Halker,M,304,9839401,GAP MILLS,WV,24941,S,Y
Burkhard,Babai,F,207,4769038,WALLAGRASS,ME,4781,M,N
Aruna,Berger,M,843,4884564,BEAUFORT,SC,29901,M,Y
Rumen,Chilukuri,M,906,7735056,DANSVILLE,MI,48819,S,Y
Gert,Vrckovnik,F,202,5698300,WASHINGTON,DC,20235,S,N
Lilin,Dar,M,201,4404582,OXFORD,NJ,7863,M,Y
Jarno,Messabih,F,201,1235914,HOLMDEL,NJ,7733,M,N
Jared,Martschew,F,308,2461937,VALPARAISO,NE,68065,M,Y
Seungjae,Middelburg,M,732,5118927,BELVIDERE,NJ,7823,S,Y
Minshine,Penniman,M,801,5767696,HEBER CITY,UT,84032,S,N
IlYoung,Abbasi,F,614,5659963,COLUMBUS,OH,43212,M,Y
Yuxi,Jostes,M,802,3471748,CUTTINGSVILLE,VT,5738,M,Y
Yutaka,Kroon,F,801,4537051,OGDEN,UT,84412,M,Y
Sanjiva,Halpin,F,207,8033555,SPRINGFIELD,ME,4487,S,Y
Tzusheng,Poletto,M,302,8798534,FRANKFORD,DE,19945,S,Y
Katsuyuki,Azumi,M,551,9716430,BROADWAY,NJ,8808,M,Y
Genta,Beck,M,406,8529258,DEER LODGE,MT,59722,S,N
Nora,Gurzhiv,M,608,6718079,LA POINTE,WI,54850,S,N
Golden,Range,F,769,6006222,LUCEDALE,MS,39452,M,N
Mathai,Bub,F,208,2624179,COEUR D ALENE,ID,83815,S,Y
Barrett,Gonzalez,F,775,9617164,GABBS,NV,89409,S,N
Gully,Broll,M,781,6928015,NEW BEDFORD,MA,2742,M,N
Zeydy,Erde,M,219,5347307,HYMERA,IN,47855,S,Y
Giansalvatore,Nagahisa,M,307,7876875,BYRON,WY,82412,S,N
Jonny,Waterhouse,F,989,5554640,DETROIT,MI,48209,S,Y
Rujith,Hagmann,F,308,9547657,WAVERLY,NE,68462,M,N
Adrianus,Abell,M,856,6515437,JERSEY CITY,NJ,7395,S,N
Guri,Montalbano,M,508,6072954,SOMERSET,MA,2725,S,N
Mustafa,Vafaie,M,878,7373492,GARNET VALLEY,PA,19060,S,Y
Surendranath,Kavi,F,302,6541065,DOVER AFB,DE,19902,S,N
Ivor,Peron,M,479,8291077,DOLPH,AR,72528,M,N
Kwangjo,Proietti,F,787,2493630,SAN JUAN,PR,901,M,Y
Zoubir,Koppstein,M,907,5939370,SHISHMAREF,AK,99772,M,Y
Dang,Kruck,F,602,1042527,TEMPE,AZ,85280,M,Y
Wenjian,Aberg,M,484,1656214,ERIE,PA,16533,M,N
Rongyao,Ghalwash,F,814,3511251,COCHRANTON,PA,16314,M,N
Keyun,Peuto,F,701,3634566,SAINT THOMAS,ND,58276,S,N
Tjahjadi,Bruni,M,240,2411259,POTOMAC,MD,20859,M,N
Georgia,McKinney,M,520,1162848,PHOENIX,AZ,85040,M,N
Zdravko,Windeknecht,M,918,2627007,BARTLESVILLE,OK,74006,M,Y
Abhijit,Heckerman,M,620,4613462,OXFORD,KS,67119,M,Y
Gilberto,Rety,F,702,4642985,DAYTON,NV,89403,S,Y
Belen,Velardi,M,971,3127840,GRAND RONDE,OR,97347,M,Y
Plamena,Landy,F,856,6019164,PARK RIDGE,NJ,7656,M,N
Rogardt,Kruys,M,719,6487412,HARTMAN,CO,81043,M,N
Kishor,Hasteer,M,432,9287218,ABERNATHY,TX,79311,S,Y
Jerrold,MacLeod,F,907,6474347,ANCHORAGE,AK,99514,M,N
Sarangan,Nascimento,M,830,5646745,HOUSTON,TX,77244,M,N
Pitro,Stary,F,787,3025305,QUEBRADILLAS,PR,678,S,N
Kevin,Geske,F,307,7584273,NATRONA,WY,82646,S,N
Andry,Fabrizio,M,337,9077723,WATERPROOF,LA,71375,S,Y
Mohsin,Claudson,M,702,9838290,RENO,NV,89506,M,Y
Zvezdan,Kadakuntla,F,630,1428339,MERNA,IL,61758,M,N
Elfriede,Androutsos,M,412,8768772,PITTSBURGH,PA,15215,M,N
Yinong,Beug,F,402,4658804,LINCOLN,NE,68520,M,N
Siddhartha,Staab,M,219,7015620,NEW MARKET,IN,47965,S,Y
Ramjee,Pitteway,M,971,2793579,AGNESS,OR,97406,S,Y
Xuefei,Wadge,F,978,9988160,SAGAMORE BEACH,MA,2562,S,Y
Hongchi,Coyle,F,641,6952261,CINCINNATI,IA,52549,S,N
Bienvenido,Ananiadou,M,802,9281338,STARKSBORO,VT,5487,S,Y
Topher,Faria,M,623,9048255,SAN LUIS,AZ,85349,S,Y
Khaled,Pargas,M,913,4157677,CHASE,KS,67524,M,Y
Sreerama,Tibblin,M,219,7442057,INDIANAPOLIS,IN,46241,M,Y
Kazuyoshi,McCallum,M,406,1398128,PRYOR,MT,59066,S,N
Chacko,Forier,M,563,9039805,DES MOINES,IA,50396,S,N
Sentot,Cantu,F,939,4188329,SAN JUAN,PR,908,M,Y
Caterina,Vanwelkenhuysen,M,717,6954080,NEW CASTLE,PA,16105,M,Y
Andi,Aimeur,F,562,8804747,PORTOLA,CA,96122,M,Y
Xingong,Masada,F,205,9177556,SAINT ELMO,AL,36568,M,Y
Dafna,Rackoff,M,601,2146361,LAKESHORE,MS,39558,M,Y
Yasmin,Qutaishat,M,251,8719313,HOLY TRINITY,AL,36859,S,Y
Zita,Schaap,F,907,9217461,TYONEK,AK,99682,M,N
Vernon,Meyers,F,720,7891459,FRANKTOWN,CO,80116,M,N
Honghua,Cosette,M,432,3423241,MIDLAND,TX,79710,M,Y
Leaf,Elustondo,F,406,2461367,JORDAN,MT,59337,M,N
Jayavel,Woeginger,M,507,9865301,LENGBY,MN,56651,S,Y
Chiaki,Klusik,M,605,5321045,GETTYSBURG,SD,57442,S,Y
Chawki,Praus,M,505,2922458,ALBUQUERQUE,NM,87196,M,Y
Mahadev,Uzun,M,308,5077520,PHILLIPS,NE,68865,M,N
Luming,Woerkom,F,406,7747730,CLYDE PARK,MT,59018,M,Y
Krister,Winstone,F,337,3134758,HESTER,LA,70743,M,N
Stasys,Wendel,M,941,2653612,COPELAND,FL,34137,M,Y
Charly,Poswig,M,609,7428745,SPOTSWOOD,NJ,8884,M,Y
Shelley,Spork,F,202,8647384,WASHINGTON,DC,20394,S,Y
Hariolf,Apostopopoulos,F,785,3853990,HOYT,KS,66440,S,Y
Gabriella,Vinck,F,931,8634690,HORNSBY,TN,38044,M,N
Rachida,Krupp,F,907,7179971,BARROW,AK,99723,S,Y
Akiyoshi,Groz,M,605,4678426,GOODWIN,SD,57238,M,Y
Robi,Champarnaud,M,931,4402733,TRIMBLE,TN,38259,S,Y
Boo,Philippou,F,208,9117110,DINGLE,ID,83233,S,Y
Jos,Koszlajda,F,785,9376660,GREEN,KS,67447,S,Y
Corin,Perly,M,785,4982999,TOPEKA,KS,66652,S,N
Rollins,Stellhorn,M,307,2766178,CHEYENNE,WY,82001,M,N
Lipo,Drashansky,M,320,2185980,MINNEAPOLIS,MN,55420,M,Y
Shyamsundar,MacLeod,M,978,9242763,LEEDS,MA,1053,M,N
Thirumalai,Mackenzie,M,224,9039137,WOOD DALE,IL,60191,M,Y
Kawon,Magnusson,M,719,1382674,U S A F ACADEMY,CO,80841,S,N
Tsong,Hirzer,M,304,1011640,DAILEY,WV,26259,M,N
Jiong,Bocic,F,602,2977618,TUCSON,AZ,85710,S,Y
Osni,Sreerama,F,203,1188539,EAST CANAAN,CT,6024,M,N
Lesley,Elphick,F,314,6132672,CANALOU,MO,63828,M,Y
Luigia,Gaubert,F,304,3396927,RAYSAL,WV,24879,S,Y
Guanghui,Hettich,M,304,2703487,HARMAN,WV,26270,S,Y
Taizo,Kouzes,F,229,7805619,MARIETTA,GA,30063,M,N
Zhiliang,Flick,M,864,4974995,ANDERSON,SC,29623,S,Y
Ned,Staiger,M,865,7233915,CHATTANOOGA,TN,37419,M,Y
Sunondo,Beregi,F,808,5015227,HONOLULU,HI,96815,S,N
Tomonobu,Junnemann,M,240,5004517,HUGHESVILLE,MD,20637,S,N
Sonny,Ecklund,F,308,2864130,WAUSA,NE,68786,S,Y
Kazutoshi,Banach,M,386,9937388,TAMPA,FL,33629,S,Y
Calton,Takagi,M,301,2985273,PORT TOBACCO,MD,20677,M,N
Olav,Millo,M,208,7525187,MURRAY,ID,83874,S,N
Samir,Zueger,F,323,4986306,LITTLE RIVER,CA,95456,S,N
Aruna,Parson,M,908,8125691,WINSLOW,NJ,8095,M,Y
Soumen,Boissier,M,405,5045120,THACKERVILLE,OK,73459,M,Y
Raffi,McKibbon,F,816,3431439,JEFFERSON CITY,MO,65111,S,Y
Taoufik,Rice,M,812,7102319,DYER,IN,46311,S,Y
Xiaobin,Bean,F,805,4314242,TEMECULA,CA,92593,S,Y
Alyson,Dayhoff,F,248,8516460,PENTWATER,MI,49449,S,N
Stijn,Groenboom,M,605,8945223,SIOUX FALLS,SD,57194,M,Y
Haiyong,Rafter,M,936,9262174,EL PASO,TX,79923,S,N
Amokrane,Barbuti,F,603,9671730,NORTH SUTTON,NH,3260,M,N
Healfdene,Sylvan,M,870,8463705,TRASKWOOD,AR,72167,M,N
Sadashiva,Minka,M,763,1079688,TWIN LAKES,MN,56089,S,N
Aliasghar,Ezer,M,660,2783184,KANSAS CITY,MO,64166,M,N
Margus,Hillyard,F,307,1695157,GLENROCK,WY,82637,M,N
Guttorm,Pier,F,347,4306036,FARMERSVILLE STATION,NY,14060,S,N
Rosangela,Beretta,M,971,1086810,BAY CITY,OR,97107,M,Y
Kagan,Wechsung,F,703,9937644,RICHARDSVILLE,VA,22736,S,Y
Giopi,Zimmermann,F,541,9274161,MARCOLA,OR,97454,S,N
Matthias,Uemori,M,515,9265350,ROCKWELL CITY,IA,50579,M,N
Asat,Lahire,M,505,2531198,TRUCHAS,NM,87578,M,Y
Feixiong,Moursund,M,931,8359080,GRIMSLEY,TN,38565,M,Y
Kumpati,Chelegatski,M,602,4138824,PHOENIX,AZ,85074,S,Y
Frantisek,Altman,F,610,6749858,DELTA,PA,17314,S,Y
Shumeet,Peres,M,971,8619430,GRANTS PASS,OR,97528,S,Y
Kahlil,Abb,M,614,7431561,WICKLIFFE,OH,44092,S,Y
Vaagan,Mihail,F,775,5396740,MOUNTAIN CITY,NV,89831,S,Y
Alanoly,Antin,F,623,1557583,MESA,AZ,85205,S,Y
Krishnan,Joersz,F,615,4463004,LONE MOUNTAIN,TN,37773,S,Y
Hla,Gerla,M,704,6907857,WAXHAW,NC,28173,M,Y
Tasuya,Zrehen,F,606,9435369,CALVERT CITY,KY,42029,M,Y
Leighton,Hillsberg,F,205,9334781,LOCUST FORK,AL,35097,M,N
Dariu,Bergsten,M,360,7362285,FORD,WA,99013,M,N
Udi,Ingolfsdottir,F,859,7745076,HAWESVILLE,KY,42348,M,N
Guoqiang,Caneve,M,918,1499044,OKLAHOMA CITY,OK,73124,M,Y
Selim,Karcich,M,217,1688490,IROQUOIS,IL,60945,S,N
Brook,Rauma,M,503,5255614,PORTLAND,OR,97219,M,Y
Florina,Good,M,860,3562263,ROCKY HILL,CT,6067,S,Y
Alec,Carrera,M,505,6055901,ALBUQUERQUE,NM,87184,M,Y
Baoquan,Cedeno,M,308,8974777,MALCOLM,NE,68402,M,Y
Xiangzhen,Neighbors,M,802,9424620,SHAFTSBURY,VT,5262,S,N
Arco,Leeser,F,808,2274637,KANEOHE,HI,96744,S,N
Wesley,Mutch,M,928,6487905,AJO,AZ,85321,M,N
Herward,Ulich,M,307,7519169,WORLAND,WY,82401,M,N
Yoshiharu,Sheridan,M,410,6929760,LAUREL,MD,20708,M,Y
Seichi,Kirtane,F,308,9691676,GREELEY,NE,68842,S,Y
Josette,Mehrmann,M,603,3133154,HAMPSTEAD,NH,3841,S,Y
Chenghui,Nykanen,F,276,6363281,ETLAN,VA,22719,S,N
Akhilish,Callaway,F,580,8565508,VINSON,OK,73571,S,Y
Ajit,Priol,M,319,8954869,JOLLEY,IA,50551,S,Y
Thoshiaki,Weusten,F,325,3181759,WARING,TX,78074,M,Y
Talel,Lubiw,M,870,6542913,HICKORY RIDGE,AR,72347,M,N
Weikang,Heckmann,M,304,9589844,FAIRMONT,WV,26555,M,Y
Jinwoo,Bloedorn,M,858,5677681,WILMINGTON,CA,90748,M,N
Watts,Begg,M,320,1331187,JENKINS,MN,56456,M,N
Gurmeet,Luit,M,571,8305306,HAMILTON,VA,20159,S,N
Haruhiko,Don,M,802,4841380,ROCHESTER,VT,5767,S,N
Anil,Dunne,F,308,3523267,MC COOL JUNCTION,NE,68401,M,Y
Syunsuke,Wurman,F,786,4109031,SARASOTA,FL,34232,S,Y
Oskari,Snelgrove,F,435,9639039,SALT LAKE CITY,UT,84145,S,Y
Heeseok,Sadowski,M,760,8794707,CLOVERDALE,CA,95425,M,N
Yosihisa,Bittan,F,719,4813596,HUDSON,CO,80642,M,Y
Taisuke,Hiromitsu,M,786,9806216,GULF HAMMOCK,FL,32639,M,N
Vaughn,Bitan,M,801,6164452,SALT LAKE CITY,UT,84165,S,Y
Hemant,Riza,F,302,7918528,NEWARK,DE,19716,M,N
Inderpal,Aigrain,F,202,5608159,WASHINGTON,DC,20572,M,Y
Jang,Arizio,F,865,4695245,NASHVILLE,TN,37201,M,N
Bay,Khouja,F,276,5476127,ARLINGTON,VA,22245,M,Y
Peggy,Noack,F,920,4121037,COLBY,WI,54421,S,N
Harriett,Manago,M,732,6428713,WASHINGTON,NJ,7882,M,N
Tarak,Yagawa,M,605,6176838,HURON,SD,57399,S,N
Sungho,Suzaki,M,712,1988546,FARNHAMVILLE,IA,50538,S,N
Sofiene,Yeun,M,947,3688555,PORTAGE,MI,49002,S,Y
Guohua,Akselsen,F,504,1082814,MONROE,LA,71209,S,Y
Dewayne,Lamont,F,513,3465673,HARLEM SPRINGS,OH,44631,S,N
Atam,Calabrese,M,410,8816945,FAIRPLAY,MD,21733,M,N
Hui,Gragg,F,603,3716366,LOUDON,NH,3307,S,Y
Mohammad,Labarthe,F,724,4617715,CROYDON,PA,19021,M,Y
Donn,Schahn,M,406,2717640,ANTELOPE,MT,59211,M,Y
Rinat,McKinnon,F,740,4815044,TOLEDO,OH,43659,S,Y
Younggeun,Krichel,F,830,2742469,ENCINAL,TX,78019,S,Y
Alec,Cassaro,M,435,3216992,NORTH SALT LAKE,UT,84054,S,N
Theodoros,Gladman,F,205,1916701,MARION JUNCTION,AL,36759,S,Y
Lihong,Hosaka,F,702,1285650,GABBS,NV,89409,S,Y
Tatyana,Gracco,F,307,9412835,ELK MOUNTAIN,WY,82324,S,N
Panagiotis,Kayser,M,920,8546815,ORFORDVILLE,WI,53576,S,N
Wing,Gose,M,605,6197171,GANN VALLEY,SD,57341,S,N
Jianwen,Walrath,F,860,8486104,WEATOGUE,CT,6089,S,N
Toshimo,Swick,F,901,1029119,ALAMO,TN,38001,M,Y
Doowon,Guckenheimer,M,931,1851221,SPENCER,TN,38585,M,N
Falko,Doushou,M,252,9679742,CHARLOTTE,NC,28209,S,N
Nava,Tassinari,M,808,1717892,KAPOLEI,HI,96709,S,N
Tanka,Soleimanipour,M,316,4937370,OPOLIS,KS,66760,M,Y
Jusung,Zimowski,F,304,5055567,SIMPSON,WV,26435,S,N
Marisela,Gyseghem,M,505,3253513,GRADY,NM,88120,M,N
Miguel,Kiesel,F,845,5546781,SPEONK,NY,11972,S,Y
Limsoon,Dorchak,M,651,5543891,COMFREY,MN,56019,M,Y
LuoQuan,Nakhaeizadeh,F,651,1056465,MINNEAPOLIS,MN,55424,M,Y
Jermy,Broomell,F,308,4559249,BELLEVUE,NE,68123,S,Y
Wenguang,Paillier,M,406,9509178,MELSTONE,MT,59054,M,Y
Annya,Llado,F,775,3343231,DEETH,NV,89823,S,N
Aurobindo,England,M,207,3869167,MONTICELLO,ME,4760,S,Y
Yuanyuan,Zumaque,M,860,4432202,WATERBURY,CT,6708,M,N
Shashi,Whitcroft,M,203,5639286,WESTPORT,CT,6881,M,N
Kevin,Ayari,F,202,8331081,WASHINGTON,DC,20265,M,Y
Zhongxiu,Passino,F,770,1676564,ATLANTA,GA,30387,S,N
Theodoulos,Bugrara,M,304,9517863,FARMINGTON,WV,26571,M,N
Marcelino,Schupeta,F,808,3855251,KALAHEO,HI,96741,M,Y
Keijiro,Bolsens,M,913,7877390,KINCAID,KS,66039,S,Y
Vimal,Dinkloh,F,505,9205698,PETACA,NM,87554,M,Y
Atanas,Razek,M,918,7053509,MOFFETT,OK,74946,S,N
Houssem,Spehner,F,769,6151582,WOODVILLE,MS,39669,S,N
Antoinette,Magnier,F,580,8794232,SAPULPA,OK,74067,M,Y
TRUE,Pietrzak,F,858,6003536,LOS ANGELES,CA,90019,S,N
Bett,Giunchiglia,M,248,8549409,UTICA,MI,48315,M,Y
Farshid,Hasteer,F,720,6469168,COLORADO SPRINGS,CO,80962,M,Y
Janette,Einwohner,F,207,6047908,SOUTH CHINA,ME,4358,M,N
Ridha,Sinicrope,M,505,9454381,ALAMOGORDO,NM,88311,S,N
Thant,Hilgefort,M,207,7229508,PORTLAND,ME,4104,M,N
Zevi,Yahalom,F,307,9111517,MOOSE,WY,83012,S,N
Gershon,Wolte,M,971,4537424,EDDYVILLE,OR,97343,M,Y
Naoufel,Vijaykrishnan,M,802,1996852,SHELDON SPRINGS,VT,5485,S,N
Mengjou,Markatos,F,802,7262699,BELVIDERE CENTER,VT,5442,S,N
Simonetta,Waterhouse,M,757,5862383,THE PLAINS,VA,20198,M,Y
Rangasami,Sedobgo,F,228,6023024,BELMONT,MS,38827,M,N
Homer,Ziarko,F,269,1371053,MANCHESTER,MI,48158,S,Y
Yifei,Skwarecki,F,307,5483161,ALTA,WY,83414,M,Y
Sushil,Michaelson,M,207,4107079,STRATTON,ME,4982,M,Y
Shigeichi,Nadji,F,308,4028955,ALEXANDRIA,NE,68303,S,Y
Roderick,Faulstich,F,406,3301534,ASHLAND,MT,59004,S,N
Shuji,Rothstein,M,808,5064916,MAKAWAO,HI,96768,M,N
Atef,Seymour,M,615,2576639,LYNNVILLE,TN,38472,M,Y
Herkimer,Creusere,F,808,2837604,KAHULUI,HI,96732,M,Y
Andee,Nagasaki,F,401,2935253,PROVIDENCE,RI,2901,M,Y
Ryszard,Belleghem,F,864,7787063,WILLISTON,SC,29853,M,N
Chadia,Heystek,M,515,8957717,CHESTER,IA,52134,M,Y
Rang,Grunberger,M,732,8115013,TETERBORO,NJ,7699,S,Y
Arndt,Cau,F,276,8099993,FORT LEE,VA,23801,S,N
Romuald,Isakowitz,F,763,8614073,MINNEAPOLIS,MN,55447,M,Y
Zdislav,Strivastav,F,201,2049040,NEW LISBON,NJ,8064,S,N
Gultekin,Kluthe,F,808,2971703,WAIPAHU,HI,96797,S,N
Joris,Yingchun,M,513,8771349,BELPRE,OH,45714,S,N
Masatsugu,Reinman,M,732,1681795,NEW BRUNSWICK,NJ,8906,S,N
Grover,Orsini,F,804,9044368,DISPUTANTA,VA,23842,M,N
Roma,Sandkuhl,M,785,5673273,ELWOOD,KS,66024,S,Y
Dorian,Strnad,F,702,9995991,LAS VEGAS,NV,89145,M,N
Fong,Atarashi,F,205,8691056,RAGLAND,AL,35131,M,N
Nadia,Hershko,F,605,4868738,HAYES,SD,57537,M,N
Neri,Kreutz,M,641,8807390,IRWIN,IA,51446,M,N
Sozo,Dhagat,F,985,9139387,SHREVEPORT,LA,71101,M,Y
Gurudatta,Dunki,M,208,6945380,FILER,ID,83328,M,Y
Brigitta,Petterson,M,206,6039557,LIND,WA,99341,S,Y
Hirotsugo,Terlouw,M,808,1477192,PEARL CITY,HI,96782,S,Y
Jacco,Gaedke,M,202,7934059,WASHINGTON,DC,20509,M,N
Yasufumi,Melzer,F,859,4075960,TRAM,KY,41663,S,Y
Sidd,Alt,M,907,2586572,STEBBINS,AK,99671,M,Y
Xiaokang,Duske,M,406,4569356,COLUMBIA FALLS,MT,59912,S,N
Pei,Rios,M,860,3563264,STAMFORD,CT,6922,S,N
Theis,Mihail,M,410,8835546,BALTIMORE,MD,21224,M,N
Clenn,Jockley,F,406,8622086,BILLINGS,MT,59102,M,N
Josiah,Berrada,M,860,1845102,HAMDEN,CT,6517,S,Y
Gesine,Vandenbroeck,F,308,2239929,VERDIGRE,NE,68783,M,N
Belinda,Konakovsky,M,502,3007769,FAIRDALE,KY,40118,S,N
Baosheng,Schreckenghost,M,785,5162244,PERU,KS,67360,M,N
Yosee,Stemann,M,614,6706784,CINCINNATI,OH,45270,M,N
Qianhong,Rajamony,M,706,8564394,ATLANTA,GA,31150,M,Y
Prabhav,Collart,F,574,1406381,GROVERTOWN,IN,46531,S,Y
Reto,Gool,F,351,4659346,BOXBOROUGH,MA,1719,S,N
Jamshid,Turkedjiev,F,302,6761707,REHOBOTH BEACH,DE,19971,M,Y
Jere,Ruttan,F,603,7877416,GROVETON,NH,3582,S,Y
Eilon,Leigh,F,276,6962092,NELSONIA,VA,23414,S,Y
Sasikumar,Karavelas,M,208,6878645,HAGERMAN,ID,83332,S,N
Sigbjorn,Tautges,F,808,6658984,KAPOLEI,HI,96709,M,N
Pasi,Bregier,M,224,3552583,DANFORTH,IL,60930,S,Y
Mosfeq,Njiwoua,M,214,6671676,RICHMOND,TX,77407,M,N
Corin,Indiresan,M,307,1853511,DIXON,WY,82323,M,N
Tucker,Basagni,M,808,5044696,KAMUELA,HI,96743,M,Y
Shipei,Fudos,M,515,9272553,HARCOURT,IA,50544,M,Y
Oldrich,Grems,F,606,4613253,WILLARD,KY,41181,S,N
Hironori,Wong,M,719,8818087,TWO BUTTES,CO,81084,M,N
Haibin,Chandha,M,520,8758269,PHOENIX,AZ,85097,M,Y
Carter,Humborstad,F,808,6826718,HONOLULU,HI,96822,S,Y
Vitor,Cheriyan,F,910,5416473,LEXINGTON,NC,27292,S,N
Bobby,Holldobler,F,601,5014024,LIBERTY,MS,39645,M,N
Jaya,Beukering,M,907,8495057,ARCTIC VILLAGE,AK,99722,S,Y
Joonhee,Handke,M,251,4263096,RED LEVEL,AL,36474,M,Y
Hironori,Bougaut,M,304,2202389,JESSE,WV,24849,M,N
Gurudatta,Vanneste,M,302,3593988,WILMINGTON,DE,19802,M,N
Hyuncheol,Worthington,F,712,1343238,JOHNSTON,IA,50131,M,N
Maryalice,Shermer,F,781,4774287,MATTAPOISETT,MA,2739,S,N
Raymoond,Westby,F,907,4939241,ANCHORAGE,AK,99502,M,N
Cheryl,Summann,M,803,9555235,SELLERS,SC,29592,S,Y
Selee,Kawashima,F,401,9551054,GREENE,RI,2827,S,N
Maneesh,Garigliano,F,636,7973196,BRECKENRIDGE,MO,64625,S,N
Subhasish,Sauder,M,843,6415740,EDGEFIELD,SC,29824,S,N
Tarun,Mohrherr,F,260,6404342,INDIANAPOLIS,IN,46283,M,Y
Lisbeth,Tuthill,F,509,9011148,HUMPTULIPS,WA,98552,M,N
Paliath,Rotics,M,802,4002115,BRIDGEWATER,VT,5034,S,N
Xiaobin,Takanami,F,203,1907733,GREENWICH,CT,6832,M,N
Lefteris,Mancey,M,980,7357424,MARIETTA,NC,28362,S,Y
Rohan,Cline,F,203,7352874,WEST MYSTIC,CT,6388,M,Y
Trudi,Kwiatkowska,F,202,1562032,WASHINGTON,DC,20426,M,N
Eser,Murthy,F,202,8006873,WASHINGTON,DC,20038,S,N
Duri,Schonegge,M,406,8855591,BILLINGS,MT,59105,M,Y
Oukseh,Sever,F,308,4238388,ATLANTA,NE,68923,M,Y
Bryant,Knapik,F,319,8783704,CORNING,IA,50841,M,Y
Miche,Bhasker,M,517,5861143,MAPLE CITY,MI,49664,S,N
Yoga,Panadiwal,F,843,3272621,MANNING,SC,29102,M,Y
Bhaskaran,Raufmann,M,208,1437756,DIETRICH,ID,83324,S,N
Zhexue,Matzel,M,339,9778181,NANTUCKET,MA,2554,S,Y
Rajko,Deyuan,M,787,8595466,PONCE,PR,732,S,N
Zohar,Dhagat,F,307,7594808,GREEN RIVER,WY,82935,S,Y
Ali,Gavril,M,304,7304892,SUTTON,WV,26601,S,Y
Anupan,Paleologo,F,217,8239400,SPRINGFIELD,IL,62703,S,N
Abdullah,Cornu,M,605,3775459,BADGER,SD,57214,M,Y
Gezinus,Desnoyer,F,813,4039578,GAINESVILLE,FL,32641,S,Y
Chuchang,Hiroyama,M,702,1092781,RENO,NV,89501,S,Y
Gaku,Niland,F,614,2445738,MC CUTCHENVILLE,OH,44844,M,Y
Uday,Mutzel,F,878,7369938,NEFFS,PA,18065,M,Y
Bishop,Michaelski,M,256,4115753,NORTHPORT,AL,35475,M,Y
Marta,Kosanke,F,636,2542841,SUMMERSVILLE,MO,65571,S,N
Adam,Maehly,M,501,5102434,MOUNT PLEASANT,AR,72561,M,N
Mei,Mobasher,F,787,9127842,GUANICA,PR,653,M,N
Shizuo,Callegarin,F,620,3001514,TOPEKA,KS,66653,M,Y
Jogg,Larue,F,315,4126674,ELMONT,NY,11003,M,Y
Loys,Businaro,M,318,5692036,SALINE,LA,71070,S,Y
Seyed,Kubiatowicz,M,208,1781614,ISLAND PARK,ID,83429,M,Y
Arunabha,Ackermann,F,605,6679727,WHITEWOOD,SD,57793,M,Y
Danijela,Aparicio,M,334,4273426,REPTON,AL,36475,S,Y
Karthick,Haberman,M,939,7593048,PATILLAS,PR,723,M,Y
Tryggve,Sacone,F,843,5588192,DUNCAN,SC,29391,M,Y
Jayasree,Vayngrib,M,787,6477058,TOA BAJA,PR,950,M,N
Anil,Suermann,F,808,6338285,OOKALA,HI,96774,S,N
Arnon,Kunieda,F,701,4952459,ROGERS,ND,58479,S,Y
Ferdi,Stuempfle,F,918,5681256,LAWTON,OK,73505,M,N
Shalom,Kabuka,F,971,5254642,SPRAY,OR,97874,M,Y
PeiZong,Walrand,F,939,8774496,QUEBRADILLAS,PR,678,S,N
Bruch,Gutbrod,M,307,1806392,YODER,WY,82244,S,N
Elvira,Kotulla,M,302,2414462,WILMINGTON,DE,19897,S,N
Regine,Frattolillo,M,203,5402362,BRIDGEPORT,CT,6606,M,N
Matrina,Rorvig,F,702,8566062,NORTH LAS VEGAS,NV,89081,M,N
Bianka,Prado,M,580,6434270,TERLTON,OK,74081,S,N
Palash,Eskridge,M,484,8161958,HERMITAGE,PA,16148,S,N
Krzyszfof,Zervos,F,401,9226543,WARWICK,RI,2889,S,Y
Fintan,Okumoto,M,860,6519849,HARTFORD,CT,6101,M,N
Anontonio,Grana,F,207,9509775,BREWER,ME,4412,M,N
Christine,Haddley,F,907,2015361,CLAM GULCH,AK,99568,M,N
Akito,Hebisch,F,308,4855366,OMAHA,NE,68172,S,N
Erol,Hansdah,F,856,7057453,POTTERSVILLE,NJ,7979,M,N
Yosee,Pottossine,M,702,7649874,FALLON,NV,89407,M,Y
Toramatsu,Jelonek,F,918,7889757,OKLAHOMA CITY,OK,73146,M,Y
Omar,Kang,M,732,3676219,LINDEN,NJ,7036,M,Y
Heiko,Glas,F,425,8205890,NASELLE,WA,98638,S,N
Laurentiu,Noltemeier,F,417,5532299,HOLT,MO,64048,M,Y
Radharamanan,Magidor,M,520,1372011,WHITERIVER,AZ,85941,M,Y
Gretta,Stanfill,M,985,8859249,HAYNESVILLE,LA,71038,S,Y
