FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),SingleExemp(Integer),MarriedExemp(Integer),ChildExemp(Integer)
Ramasamy,Rahier,F,859,6534110,SCOTTSVILLE,KY,42164,S,Y,20,0,20
Kousuke,Bael,F,608,4706858,JANESVILLE,WI,53546,S,Y,700,0,400
Leighton,Uyar,F,502,9169073,BLOOMFIELD,KY,40008,M,Y,0,40,20
Samual,Kushner,M,229,2201271,PERKINS,GA,30822,M,N,0,5400,0
Ortwin,Aczel,M,954,5434089,TAMPA,FL,33688,M,Y,0,0,0
Aiguo,Bhattacharjee,F,224,8331447,ROCKFORD,IL,61101,M,N,0,4000,0
Deoraj,Dilger,F,808,6654700,MAKAWELI,HI,96769,M,Y,0,2080,1040
Lenhart,Roucairol,M,435,5799361,ANNABELLA,UT,84711,M,N,0,4950,0
Marina,Ygge,F,727,4043818,LAKESHORE,FL,33854,M,N,0,0,0
Djemal,Welten,M,319,2965365,COLUMBUS CITY,IA,52737,M,Y,0,80,40
Michio,Danneberg,F,360,3482758,TAHOLAH,WA,98587,M,Y,0,0,0
Vitaliano,McDougal,M,302,6083382,NEW CASTLE,DE,19721,M,Y,0,220,110
Mujdat,Flass,F,617,6773400,NORTH HATFIELD,MA,1066,M,N,0,7150,0
Shyam,Basermann,F,401,1937183,OAKLAND,RI,2858,M,Y,0,0,0
Ronnie,Gihr,M,503,8619348,KENO,OR,97627,S,Y,159,0,159
Dzung,Mascle,F,601,5154560,WALLS,MS,38680,S,Y,6000,0,1500
Jaideep,Aybay,M,505,4802308,TREMENTINA,NM,88439,S,N,3300,0,0
Natasha,Leemeijer,F,307,6577561,ROCK RIVER,WY,82083,M,N,0,0,0
Deron,Suchak,M,267,5846192,GORDONVILLE,PA,17529,M,N,0,0,0
Bashir,Grushcow,F,802,8586041,SHARON,VT,5065,M,N,0,6600,0
Takahiro,Vieweg,M,208,8316393,EASTPORT,ID,83826,M,N,0,6600,0
Maryam,Yanike,F,580,2312339,GOLTRY,OK,73739,S,Y,1000,0,1000
Chetan,Cosica,M,201,6433794,STRATHMERE,NJ,8248,M,Y,0,2000,1500
Aleksandar,Creech,F,319,7678035,MANSON,IA,50563,S,N,40,0,0
Nabih,Sawaya,F,603,2148823,FARMINGTON,NH,3835,S,Y,0,0,0
Ymte,Gore,M,515,3158902,SAINT ANTHONY,IA,50239,M,N,0,80,0
Rusti,Gerling,M,205,7583453,CHAPMAN,AL,36015,S,Y,1500,0,300
Ceon,Matthew,M,870,8224108,FULTON,AR,71838,M,N,0,40,0
Radomir,Foret,F,660,8128023,KANSAS CITY,MO,64168,M,Y,0,4200,1200
Gerbert,Mashey,F,308,4109392,SAINT EDWARD,NE,68660,S,Y,103,0,103
Tuyan,Facello,M,240,4674740,SANDY SPRING,MD,20860,M,N,0,4800,0
Shawna,Vosburgh,F,401,5373373,PROVIDENCE,RI,2918,M,Y,0,0,0
Jongho,Schrift,F,775,9658136,WASHOE VALLEY,NV,89704,M,N,0,0,0
Brent,O Young,F,434,9972089,MC LEAN,VA,22108,M,Y,0,1800,900
Evangeline,Pecuchet,F,330,3988143,FARMERSVILLE,OH,45325,M,N,0,2600,0
Oya,Zuiderveld,M,907,9854238,ANCHORAGE,AK,99511,M,N,0,0,0
Teofilo,Rajamony,M,904,9284111,SAINT AUGUSTINE,FL,32086,M,Y,0,0,0
Calogero,Terenzi,M,757,8948806,KING AND QUEEN COURT HOUSE,VA,23085,M,N,0,1800,0
Iasson,Frolund,M,775,2048186,NORTH LAS VEGAS,NV,89033,S,N,0,0,0
Cho,Herlea,F,304,9366228,CHARLESTON,WV,25392,M,Y,0,4000,2000
Corentin,Friman,F,574,5326370,INDIANAPOLIS,IN,46205,S,Y,1000,0,1000
Ahvin,Klement,M,217,3255615,CLAYTONVILLE,IL,60926,M,Y,0,4000,2000
Yuka,Chown,F,505,2996460,CORDOVA,NM,87523,S,Y,3300,0,3300
Khaled,Oxenboll,M,808,6309517,HONOLULU,HI,96801,M,N,0,2080,0
Antanas,Kishida,F,302,3472262,WILMINGTON,DE,19885,M,Y,0,220,110
Antonios,Kaltofen,F,501,6136703,CHIDESTER,AR,71726,M,Y,0,40,20
Gustav,Seidewitz,F,540,9989118,CASCADE,VA,24069,M,N,0,1800,0
Errol,Danielsson,F,972,4076110,ROUND TOP,TX,78954,M,N,0,0,0
Rudy,Kroeker,F,408,8094020,DOUGLAS FLAT,CA,95229,M,N,0,174,0
Minnie,Spiro,M,662,5166401,STEENS,MS,39766,M,Y,0,12000,1500
Monish,Tuomenoksa,M,860,5877110,TOLLAND,CT,6084,M,N,0,24500,0
Yihua,Sykas,F,970,5554852,GREEN MOUNTAIN FALLS,CO,80819,S,Y,0,0,0
Giulio,Torelli,F,520,7474430,PHOENIX,AZ,85033,S,N,2100,0,0
Pierluigi,Siochi,F,660,1996995,SKIDMORE,MO,64487,S,Y,2100,0,1200
Shin ya,Punnen,F,828,9801602,OTTO,NC,28763,M,Y,0,6600,3300
Camino,Bartschi,M,260,2768840,WINDFALL,IN,46076,S,Y,1000,0,1000
Wee,Friedland,M,256,1529716,BIRMINGHAM,AL,35278,M,Y,0,3000,300
Mang,Bergin,M,912,7617321,POWDER SPRINGS,GA,30127,S,Y,2700,0,3000
Ruiz,Shnaider,F,623,4032146,PHOENIX,AZ,85096,S,Y,2100,0,2300
Bernard,Paleologo,F,808,3162406,EWA BEACH,HI,96706,S,N,1040,0,0
Rieko,Zockler,M,603,3944162,RYE,NH,3870,M,Y,0,0,0
Baiju,Rubsam,F,319,7841400,UNION,IA,50258,S,N,40,0,0
Kewal,Carchiolo,M,804,5772785,ROANOKE,VA,24027,S,N,900,0,0
ChengFu,Clares,M,702,7471519,NORTH LAS VEGAS,NV,89033,S,Y,0,0,0
Ian,Piramuthu,F,901,6425045,NASHVILLE,TN,37204,S,N,0,0,0
Qui,Halker,M,304,9839401,GAP MILLS,WV,24941,S,Y,2000,0,2000
Burkhard,Babai,F,207,4769038,WALLAGRASS,ME,4781,M,N,0,5700,0
Aruna,Berger,M,843,4884564,BEAUFORT,SC,29901,M,Y,0,6600,3300
Rumen,Chilukuri,M,906,7735056,DANSVILLE,MI,48819,S,Y,3100,0,3100
Gert,Vrckovnik,F,202,5698300,WASHINGTON,DC,20235,S,N,1370,0,0
Lilin,Dar,M,201,4404582,OXFORD,NJ,7863,M,Y,0,2000,1500
Jarno,Messabih,F,201,1235914,HOLMDEL,NJ,7733,M,N,0,2000,0
Jared,Martschew,F,308,2461937,VALPARAISO,NE,68065,M,Y,0,206,103
Seungjae,Middelburg,M,732,5118927,BELVIDERE,NJ,7823,S,Y,1000,0,1500
Minshine,Penniman,M,801,5767696,HEBER CITY,UT,84032,S,N,2475,0,0
IlYoung,Abbasi,F,614,5659963,COLUMBUS,OH,43212,M,Y,0,2600,1300
Yuxi,Jostes,M,802,3471748,CUTTINGSVILLE,VT,5738,M,Y,0,6600,3300
Yutaka,Kroon,F,801,4537051,OGDEN,UT,84412,M,Y,0,4950,2475
Sanjiva,Halpin,F,207,8033555,SPRINGFIELD,ME,4487,S,Y,2850,0,2850
Tzusheng,Poletto,M,302,8798534,FRANKFORD,DE,19945,S,Y,110,0,110
Katsuyuki,Azumi,M,551,9716430,BROADWAY,NJ,8808,M,Y,0,2000,1500
Genta,Beck,M,406,8529258,DEER LODGE,MT,59722,S,N,1900,0,0
Nora,Gurzhiv,M,608,6718079,LA POINTE,WI,54850,S,N,700,0,0
Golden,Range,F,769,6006222,LUCEDALE,MS,39452,M,N,0,12000,0
Mathai,Bub,F,208,2624179,COEUR D ALENE,ID,83815,S,Y,3300,0,3300
Barrett,Gonzalez,F,775,9617164,GABBS,NV,89409,S,N,0,0,0
Gully,Broll,M,781,6928015,NEW BEDFORD,MA,2742,M,N,0,7150,0
Zeydy,Erde,M,219,5347307,HYMERA,IN,47855,S,Y,1000,0,1000
Giansalvatore,Nagahisa,M,307,7876875,BYRON,WY,82412,S,N,0,0,0
Jonny,Waterhouse,F,989,5554640,DETROIT,MI,48209,S,Y,3100,0,3100
Rujith,Hagmann,F,308,9547657,WAVERLY,NE,68462,M,N,0,206,0
Adrianus,Abell,M,856,6515437,JERSEY CITY,NJ,7395,S,N,1000,0,0
Guri,Montalbano,M,508,6072954,SOMERSET,MA,2725,S,N,3575,0,0
Mustafa,Vafaie,M,878,7373492,GARNET VALLEY,PA,19060,S,Y,0,0,0
Surendranath,Kavi,F,302,6541065,DOVER AFB,DE,19902,S,N,110,0,0
Ivor,Peron,M,479,8291077,DOLPH,AR,72528,M,N,0,40,0
Kwangjo,Proietti,F,787,2493630,SAN JUAN,PR,901,M,Y,0,0,0
Zoubir,Koppstein,M,907,5939370,SHISHMAREF,AK,99772,M,Y,0,0,0
Dang,Kruck,F,602,1042527,TEMPE,AZ,85280,M,Y,0,4200,2300
Wenjian,Aberg,M,484,1656214,ERIE,PA,16533,M,N,0,0,0
Rongyao,Ghalwash,F,814,3511251,COCHRANTON,PA,16314,M,N,0,0,0
Keyun,Peuto,F,701,3634566,SAINT THOMAS,ND,58276,S,N,3300,0,0
Tjahjadi,Bruni,M,240,2411259,POTOMAC,MD,20859,M,N,0,4800,0
Georgia,McKinney,M,520,1162848,PHOENIX,AZ,85040,M,N,0,4200,0
Zdravko,Windeknecht,M,918,2627007,BARTLESVILLE,OK,74006,M,Y,0,2000,1000
Abhijit,Heckerman,M,620,4613462,OXFORD,KS,67119,M,Y,0,4500,2250
Gilberto,Rety,F,702,4642985,DAYTON,NV,89403,S,Y,0,0,0
Belen,Velardi,M,971,3127840,GRAND RONDE,OR,97347,M,Y,0,318,159
Plamena,Landy,F,856,6019164,PARK RIDGE,NJ,7656,M,N,0,2000,0
Rogardt,Kruys,M,719,6487412,HARTMAN,CO,81043,M,N,0,0,0
Kishor,Hasteer,M,432,9287218,ABERNATHY,TX,79311,S,Y,0,0,0
Jerrold,MacLeod,F,907,6474347,ANCHORAGE,AK,99514,M,N,0,0,0
Sarangan,Nascimento,M,830,5646745,HOUSTON,TX,77244,M,N,0,0,0
Pitro,Stary,F,787,3025305,QUEBRADILLAS,PR,678,S,N,0,0,0
Kevin,Geske,F,307,7584273,NATRONA,WY,82646,S,N,0,0,0
Andry,Fabrizio,M,337,9077723,WATERPROOF,LA,71375,S,Y,4500,0,1000
Mohsin,Claudson,M,702,9838290,RENO,NV,89506,M,Y,0,0,0
Zvezdan,Kadakuntla,F,630,1428339,MERNA,IL,61758,M,N,0,4000,0
Elfriede,Androutsos,M,412,8768772,PITTSBURGH,PA,15215,M,N,0,0,0
Yinong,Beug,F,402,4658804,LINCOLN,NE,68520,M,N,0,206,0
Siddhartha,Staab,M,219,7015620,NEW MARKET,IN,47965,S,Y,1000,0,1000
Ramjee,Pitteway,M,971,2793579,AGNESS,OR,97406,S,Y,159,0,159
Xuefei,Wadge,F,978,9988160,SAGAMORE BEACH,MA,2562,S,Y,3575,0,1000
Hongchi,Coyle,F,641,6952261,CINCINNATI,IA,52549,S,N,40,0,0
Bienvenido,Ananiadou,M,802,9281338,STARKSBORO,VT,5487,S,Y,3300,0,3300
Topher,Faria,M,623,9048255,SAN LUIS,AZ,85349,S,Y,2100,0,2300
Khaled,Pargas,M,913,4157677,CHASE,KS,67524,M,Y,0,4500,2250
Sreerama,Tibblin,M,219,7442057,INDIANAPOLIS,IN,46241,M,Y,0,2000,1000
Kazuyoshi,McCallum,M,406,1398128,PRYOR,MT,59066,S,N,1900,0,0
Chacko,Forier,M,563,9039805,DES MOINES,IA,50396,S,N,40,0,0
Sentot,Cantu,F,939,4188329,SAN JUAN,PR,908,M,Y,0,0,0
Caterina,Vanwelkenhuysen,M,717,6954080,NEW CASTLE,PA,16105,M,Y,0,0,0
Andi,Aimeur,F,562,8804747,PORTOLA,CA,96122,M,Y,0,174,272
Xingong,Masada,F,205,9177556,SAINT ELMO,AL,36568,M,Y,0,3000,300
Dafna,Rackoff,M,601,2146361,LAKESHORE,MS,39558,M,Y,0,12000,1500
Yasmin,Qutaishat,M,251,8719313,HOLY TRINITY,AL,36859,S,Y,1500,0,300
Zita,Schaap,F,907,9217461,TYONEK,AK,99682,M,N,0,0,0
Vernon,Meyers,F,720,7891459,FRANKTOWN,CO,80116,M,N,0,0,0
Honghua,Cosette,M,432,3423241,MIDLAND,TX,79710,M,Y,0,0,0
Leaf,Elustondo,F,406,2461367,JORDAN,MT,59337,M,N,0,3800,0
Jayavel,Woeginger,M,507,9865301,LENGBY,MN,56651,S,Y,3300,0,3300
Chiaki,Klusik,M,605,5321045,GETTYSBURG,SD,57442,S,Y,0,0,0
Chawki,Praus,M,505,2922458,ALBUQUERQUE,NM,87196,M,Y,0,6600,3300
Mahadev,Uzun,M,308,5077520,PHILLIPS,NE,68865,M,N,0,206,0
Luming,Woerkom,F,406,7747730,CLYDE PARK,MT,59018,M,Y,0,3800,1900
Krister,Winstone,F,337,3134758,HESTER,LA,70743,M,N,0,9000,0
Stasys,Wendel,M,941,2653612,COPELAND,FL,34137,M,Y,0,0,0
Charly,Poswig,M,609,7428745,SPOTSWOOD,NJ,8884,M,Y,0,2000,1500
Shelley,Spork,F,202,8647384,WASHINGTON,DC,20394,S,Y,1370,0,1370
Hariolf,Apostopopoulos,F,785,3853990,HOYT,KS,66440,S,Y,2250,0,2250
Gabriella,Vinck,F,931,8634690,HORNSBY,TN,38044,M,N,0,0,0
Rachida,Krupp,F,907,7179971,BARROW,AK,99723,S,Y,0,0,0
Akiyoshi,Groz,M,605,4678426,GOODWIN,SD,57238,M,Y,0,0,0
Robi,Champarnaud,M,931,4402733,TRIMBLE,TN,38259,S,Y,0,0,0
Boo,Philippou,F,208,9117110,DINGLE,ID,83233,S,Y,3300,0,3300
Jos,Koszlajda,F,785,9376660,GREEN,KS,67447,S,Y,2250,0,2250
Corin,Perly,M,785,4982999,TOPEKA,KS,66652,S,N,2250,0,0
Rollins,Stellhorn,M,307,2766178,CHEYENNE,WY,82001,M,N,0,0,0
Lipo,Drashansky,M,320,2185980,MINNEAPOLIS,MN,55420,M,Y,0,6600,3300
Shyamsundar,MacLeod,M,978,9242763,LEEDS,MA,1053,M,N,0,7150,0
Thirumalai,Mackenzie,M,224,9039137,WOOD DALE,IL,60191,M,Y,0,4000,2000
Kawon,Magnusson,M,719,1382674,U S A F ACADEMY,CO,80841,S,N,0,0,0
Tsong,Hirzer,M,304,1011640,DAILEY,WV,26259,M,N,0,4000,0
Jiong,Bocic,F,602,2977618,TUCSON,AZ,85710,S,Y,2100,0,2300
Osni,Sreerama,F,203,1188539,EAST CANAAN,CT,6024,M,N,0,24500,0
Lesley,Elphick,F,314,6132672,CANALOU,MO,63828,M,Y,0,4200,1200
Luigia,Gaubert,F,304,3396927,RAYSAL,WV,24879,S,Y,2000,0,2000
Guanghui,Hettich,M,304,2703487,HARMAN,WV,26270,S,Y,2000,0,2000
Taizo,Kouzes,F,229,7805619,MARIETTA,GA,30063,M,N,0,5400,0
Zhiliang,Flick,M,864,4974995,ANDERSON,SC,29623,S,Y,3300,0,3300
Ned,Staiger,M,865,7233915,CHATTANOOGA,TN,37419,M,Y,0,0,0
Sunondo,Beregi,F,808,5015227,HONOLULU,HI,96815,S,N,1040,0,0
Tomonobu,Junnemann,M,240,5004517,HUGHESVILLE,MD,20637,S,N,2400,0,0
Sonny,Ecklund,F,308,2864130,WAUSA,NE,68786,S,Y,103,0,103
Kazutoshi,Banach,M,386,9937388,TAMPA,FL,33629,S,Y,0,0,0
Calton,Takagi,M,301,2985273,PORT TOBACCO,MD,20677,M,N,0,4800,0
Olav,Millo,M,208,7525187,MURRAY,ID,83874,S,N,3300,0,0
Samir,Zueger,F,323,4986306,LITTLE RIVER,CA,95456,S,N,87,0,0
Aruna,Parson,M,908,8125691,WINSLOW,NJ,8095,M,Y,0,2000,1500
Soumen,Boissier,M,405,5045120,THACKERVILLE,OK,73459,M,Y,0,2000,1000
Raffi,McKibbon,F,816,3431439,JEFFERSON CITY,MO,65111,S,Y,2100,0,1200
Taoufik,Rice,M,812,7102319,DYER,IN,46311,S,Y,1000,0,1000
Xiaobin,Bean,F,805,4314242,TEMECULA,CA,92593,S,Y,87,0,272
Alyson,Dayhoff,F,248,8516460,PENTWATER,MI,49449,S,N,3100,0,0
Stijn,Groenboom,M,605,8945223,SIOUX FALLS,SD,57194,M,Y,0,0,0
Haiyong,Rafter,M,936,9262174,EL PASO,TX,79923,S,N,0,0,0
Amokrane,Barbuti,F,603,9671730,NORTH SUTTON,NH,3260,M,N,0,0,0
Healfdene,Sylvan,M,870,8463705,TRASKWOOD,AR,72167,M,N,0,40,0
Sadashiva,Minka,M,763,1079688,TWIN LAKES,MN,56089,S,N,3300,0,0
Aliasghar,Ezer,M,660,2783184,KANSAS CITY,MO,64166,M,N,0,4200,0
Margus,Hillyard,F,307,1695157,GLENROCK,WY,82637,M,N,0,0,0
Guttorm,Pier,F,347,4306036,FARMERSVILLE STATION,NY,14060,S,N,0,0,0
Rosangela,Beretta,M,971,1086810,BAY CITY,OR,97107,M,Y,0,318,159
Kagan,Wechsung,F,703,9937644,RICHARDSVILLE,VA,22736,S,Y,900,0,900
Giopi,Zimmermann,F,541,9274161,MARCOLA,OR,97454,S,N,159,0,0
Matthias,Uemori,M,515,9265350,ROCKWELL CITY,IA,50579,M,N,0,80,0
Asat,Lahire,M,505,2531198,TRUCHAS,NM,87578,M,Y,0,6600,3300
Feixiong,Moursund,M,931,8359080,GRIMSLEY,TN,38565,M,Y,0,0,0
Kumpati,Chelegatski,M,602,4138824,PHOENIX,AZ,85074,S,Y,2100,0,2300
Frantisek,Altman,F,610,6749858,DELTA,PA,17314,S,Y,0,0,0
Shumeet,Peres,M,971,8619430,GRANTS PASS,OR,97528,S,Y,159,0,159
Kahlil,Abb,M,614,7431561,WICKLIFFE,OH,44092,S,Y,1300,0,1300
Vaagan,Mihail,F,775,5396740,MOUNTAIN CITY,NV,89831,S,Y,0,0,0
Alanoly,Antin,F,623,1557583,MESA,AZ,85205,S,Y,2100,0,2300
Krishnan,Joersz,F,615,4463004,LONE MOUNTAIN,TN,37773,S,Y,0,0,0
Hla,Gerla,M,704,6907857,WAXHAW,NC,28173,M,Y,0,6600,3300
Tasuya,Zrehen,F,606,9435369,CALVERT CITY,KY,42029,M,Y,0,40,20
Leighton,Hillsberg,F,205,9334781,LOCUST FORK,AL,35097,M,N,0,3000,0
Dariu,Bergsten,M,360,7362285,FORD,WA,99013,M,N,0,0,0
Udi,Ingolfsdottir,F,859,7745076,HAWESVILLE,KY,42348,M,N,0,40,0
Guoqiang,Caneve,M,918,1499044,OKLAHOMA CITY,OK,73124,M,Y,0,2000,1000
Selim,Karcich,M,217,1688490,IROQUOIS,IL,60945,S,N,2000,0,0
Brook,Rauma,M,503,5255614,PORTLAND,OR,97219,M,Y,0,318,159
Florina,Good,M,860,3562263,ROCKY HILL,CT,6067,S,Y,12750,0,0
Alec,Carrera,M,505,6055901,ALBUQUERQUE,NM,87184,M,Y,0,6600,3300
Baoquan,Cedeno,M,308,8974777,MALCOLM,NE,68402,M,Y,0,206,103
Xiangzhen,Neighbors,M,802,9424620,SHAFTSBURY,VT,5262,S,N,3300,0,0
Arco,Leeser,F,808,2274637,KANEOHE,HI,96744,S,N,1040,0,0
Wesley,Mutch,M,928,6487905,AJO,AZ,85321,M,N,0,4200,0
Herward,Ulich,M,307,7519169,WORLAND,WY,82401,M,N,0,0,0
Yoshiharu,Sheridan,M,410,6929760,LAUREL,MD,20708,M,Y,0,4800,2400
Seichi,Kirtane,F,308,9691676,GREELEY,NE,68842,S,Y,103,0,103
Josette,Mehrmann,M,603,3133154,HAMPSTEAD,NH,3841,S,Y,0,0,0
Chenghui,Nykanen,F,276,6363281,ETLAN,VA,22719,S,N,900,0,0
Akhilish,Callaway,F,580,8565508,VINSON,OK,73571,S,Y,1000,0,1000
Ajit,Priol,M,319,8954869,JOLLEY,IA,50551,S,Y,40,0,40
Thoshiaki,Weusten,F,325,3181759,WARING,TX,78074,M,Y,0,0,0
Talel,Lubiw,M,870,6542913,HICKORY RIDGE,AR,72347,M,N,0,40,0
Weikang,Heckmann,M,304,9589844,FAIRMONT,WV,26555,M,Y,0,4000,2000
Jinwoo,Bloedorn,M,858,5677681,WILMINGTON,CA,90748,M,N,0,174,0
Watts,Begg,M,320,1331187,JENKINS,MN,56456,M,N,0,6600,0
Gurmeet,Luit,M,571,8305306,HAMILTON,VA,20159,S,N,900,0,0
Haruhiko,Don,M,802,4841380,ROCHESTER,VT,5767,S,N,3300,0,0
Anil,Dunne,F,308,3523267,MC COOL JUNCTION,NE,68401,M,Y,0,206,103
Syunsuke,Wurman,F,786,4109031,SARASOTA,FL,34232,S,Y,0,0,0
Oskari,Snelgrove,F,435,9639039,SALT LAKE CITY,UT,84145,S,Y,2475,0,2475
Heeseok,Sadowski,M,760,8794707,CLOVERDALE,CA,95425,M,N,0,174,0
Yosihisa,Bittan,F,719,4813596,HUDSON,CO,80642,M,Y,0,0,0
Taisuke,Hiromitsu,M,786,9806216,GULF HAMMOCK,FL,32639,M,N,0,0,0
Vaughn,Bitan,M,801,6164452,SALT LAKE CITY,UT,84165,S,Y,2475,0,2475
Hemant,Riza,F,302,7918528,NEWARK,DE,19716,M,N,0,220,0
Inderpal,Aigrain,F,202,5608159,WASHINGTON,DC,20572,M,Y,0,2740,1370
Jang,Arizio,F,865,4695245,NASHVILLE,TN,37201,M,N,0,0,0
Bay,Khouja,F,276,5476127,ARLINGTON,VA,22245,M,Y,0,1800,900
Peggy,Noack,F,920,4121037,COLBY,WI,54421,S,N,700,0,0
Harriett,Manago,M,732,6428713,WASHINGTON,NJ,7882,M,N,0,2000,0
Tarak,Yagawa,M,605,6176838,HURON,SD,57399,S,N,0,0,0
Sungho,Suzaki,M,712,1988546,FARNHAMVILLE,IA,50538,S,N,40,0,0
Sofiene,Yeun,M,947,3688555,PORTAGE,MI,49002,S,Y,3100,0,3100
Guohua,Akselsen,F,504,1082814,MONROE,LA,71209,S,Y,4500,0,1000
Dewayne,Lamont,F,513,3465673,HARLEM SPRINGS,OH,44631,S,N,1300,0,0
Atam,Calabrese,M,410,8816945,FAIRPLAY,MD,21733,M,N,0,4800,0
Hui,Gragg,F,603,3716366,LOUDON,NH,3307,S,Y,0,0,0
Mohammad,Labarthe,F,724,4617715,CROYDON,PA,19021,M,Y,0,0,0
Donn,Schahn,M,406,2717640,ANTELOPE,MT,59211,M,Y,0,3800,1900
Rinat,McKinnon,F,740,4815044,TOLEDO,OH,43659,S,Y,1300,0,1300
Younggeun,Krichel,F,830,2742469,ENCINAL,TX,78019,S,Y,0,0,0
Alec,Cassaro,M,435,3216992,NORTH SALT LAKE,UT,84054,S,N,2475,0,0
Theodoros,Gladman,F,205,1916701,MARION JUNCTION,AL,36759,S,Y,1500,0,300
Lihong,Hosaka,F,702,1285650,GABBS,NV,89409,S,Y,0,0,0
Tatyana,Gracco,F,307,9412835,ELK MOUNTAIN,WY,82324,S,N,0,0,0
Panagiotis,Kayser,M,920,8546815,ORFORDVILLE,WI,53576,S,N,700,0,0
Wing,Gose,M,605,6197171,GANN VALLEY,SD,57341,S,N,0,0,0
Jianwen,Walrath,F,860,8486104,WEATOGUE,CT,6089,S,N,12750,0,0
Toshimo,Swick,F,901,1029119,ALAMO,TN,38001,M,Y,0,0,0
Doowon,Guckenheimer,M,931,1851221,SPENCER,TN,38585,M,N,0,0,0
Falko,Doushou,M,252,9679742,CHARLOTTE,NC,28209,S,N,3300,0,0
Nava,Tassinari,M,808,1717892,KAPOLEI,HI,96709,S,N,1040,0,0
Tanka,Soleimanipour,M,316,4937370,OPOLIS,KS,66760,M,Y,0,4500,2250
Jusung,Zimowski,F,304,5055567,SIMPSON,WV,26435,S,N,2000,0,0
Marisela,Gyseghem,M,505,3253513,GRADY,NM,88120,M,N,0,6600,0
Miguel,Kiesel,F,845,5546781,SPEONK,NY,11972,S,Y,0,0,1000
Limsoon,Dorchak,M,651,5543891,COMFREY,MN,56019,M,Y,0,6600,3300
LuoQuan,Nakhaeizadeh,F,651,1056465,MINNEAPOLIS,MN,55424,M,Y,0,6600,3300
Jermy,Broomell,F,308,4559249,BELLEVUE,NE,68123,S,Y,103,0,103
Wenguang,Paillier,M,406,9509178,MELSTONE,MT,59054,M,Y,0,3800,1900
Annya,Llado,F,775,3343231,DEETH,NV,89823,S,N,0,0,0
Aurobindo,England,M,207,3869167,MONTICELLO,ME,4760,S,Y,2850,0,2850
Yuanyuan,Zumaque,M,860,4432202,WATERBURY,CT,6708,M,N,0,24500,0
Shashi,Whitcroft,M,203,5639286,WESTPORT,CT,6881,M,N,0,24500,0
Kevin,Ayari,F,202,8331081,WASHINGTON,DC,20265,M,Y,0,2740,1370
Zhongxiu,Passino,F,770,1676564,ATLANTA,GA,30387,S,N,2700,0,0
Theodoulos,Bugrara,M,304,9517863,FARMINGTON,WV,26571,M,N,0,4000,0
Marcelino,Schupeta,F,808,3855251,KALAHEO,HI,96741,M,Y,0,2080,1040
Keijiro,Bolsens,M,913,7877390,KINCAID,KS,66039,S,Y,2250,0,2250
Vimal,Dinkloh,F,505,9205698,PETACA,NM,87554,M,Y,0,6600,3300
Atanas,Razek,M,918,7053509,MOFFETT,OK,74946,S,N,1000,0,0
Houssem,Spehner,F,769,6151582,WOODVILLE,MS,39669,S,N,6000,0,0
Antoinette,Magnier,F,580,8794232,SAPULPA,OK,74067,M,Y,0,2000,1000
TRUE,Pietrzak,F,858,6003536,LOS ANGELES,CA,90019,S,N,87,0,0
Bett,Giunchiglia,M,248,8549409,UTICA,MI,48315,M,Y,0,6200,3100
Farshid,Hasteer,F,720,6469168,COLORADO SPRINGS,CO,80962,M,Y,0,0,0
Janette,Einwohner,F,207,6047908,SOUTH CHINA,ME,4358,M,N,0,5700,0
Ridha,Sinicrope,M,505,9454381,ALAMOGORDO,NM,88311,S,N,3300,0,0
Thant,Hilgefort,M,207,7229508,PORTLAND,ME,4104,M,N,0,5700,0
Zevi,Yahalom,F,307,9111517,MOOSE,WY,83012,S,N,0,0,0
Gershon,Wolte,M,971,4537424,EDDYVILLE,OR,97343,M,Y,0,318,159
Naoufel,Vijaykrishnan,M,802,1996852,SHELDON SPRINGS,VT,5485,S,N,3300,0,0
Mengjou,Markatos,F,802,7262699,BELVIDERE CENTER,VT,5442,S,N,3300,0,0
Simonetta,Waterhouse,M,757,5862383,THE PLAINS,VA,20198,M,Y,0,1800,900
Rangasami,Sedobgo,F,228,6023024,BELMONT,MS,38827,M,N,0,12000,0
Homer,Ziarko,F,269,1371053,MANCHESTER,MI,48158,S,Y,3100,0,3100
Yifei,Skwarecki,F,307,5483161,ALTA,WY,83414,M,Y,0,0,0
Sushil,Michaelson,M,207,4107079,STRATTON,ME,4982,M,Y,0,5700,2850
Shigeichi,Nadji,F,308,4028955,ALEXANDRIA,NE,68303,S,Y,103,0,103
Roderick,Faulstich,F,406,3301534,ASHLAND,MT,59004,S,N,1900,0,0
Shuji,Rothstein,M,808,5064916,MAKAWAO,HI,96768,M,N,0,2080,0
Atef,Seymour,M,615,2576639,LYNNVILLE,TN,38472,M,Y,0,0,0
Herkimer,Creusere,F,808,2837604,KAHULUI,HI,96732,M,Y,0,2080,1040
Andee,Nagasaki,F,401,2935253,PROVIDENCE,RI,2901,M,Y,0,0,0
Ryszard,Belleghem,F,864,7787063,WILLISTON,SC,29853,M,N,0,6600,0
Chadia,Heystek,M,515,8957717,CHESTER,IA,52134,M,Y,0,80,40
Rang,Grunberger,M,732,8115013,TETERBORO,NJ,7699,S,Y,1000,0,1500
Arndt,Cau,F,276,8099993,FORT LEE,VA,23801,S,N,900,0,0
